fname,label_level_0,class_level_0,label_level_1,class_level_1,label_level_2,class_level_2
Laysan_Albatross_0017_614.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0035_876.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0098_621.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0034_628.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0104_630.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0058_637.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0028_643.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0033_658.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0075_668.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0064_674.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0049_918.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0012_696.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0037_699.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0042_801.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0004_930.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0093_725.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0021_737.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0059_488.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0103_504.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Laysan_Albatross_0079_506.jpg,Diomedeidae,11,Phoebastria,85,Laysan_Albatross,1
Sooty_Albatross_0003_1078.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0044_1105.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0071_1116.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0030_1122.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0054_796347.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0033_1128.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0048_1130.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0024_1161.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0005_796342.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0042_1210.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0046_1211.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0049_796350.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0050_796351.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0010_796355.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0029_796357.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0069_796358.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0020_796359.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0076_796365.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0004_796366.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0065_796367.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0007_796372.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0051_796374.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0067_796376.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0066_796382.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0036_796387.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0006_796390.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0002_796395.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Sooty_Albatross_0013_796402.jpg,Diomedeidae,11,Phoebetria,86,Sooty_Albatross,2
Groove_Billed_Ani_0068_1538.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0094_1540.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0080_1549.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0037_1560.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0017_1561.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0031_1588.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0107_1590.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0035_1591.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0109_1592.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0075_1617.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0029_1620.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0108_1639.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0100_1646.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0046_1663.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0053_1672.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0088_1678.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0082_1697.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0101_1700.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0010_1704.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0040_1715.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0074_1730.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0059_1480.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0005_1750.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0014_1755.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0060_1505.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0087_1765.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0062_1767.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0092_1516.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0009_1522.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Groove_Billed_Ani_0078_1780.jpg,Cuculidae,10,Crotophaga,31,Groove_billed_Ani,3
Crested_Auklet_0006_1813.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0042_794902.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0041_794910.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0044_1825.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0011_794927.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0059_794929.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0021_794938.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0074_794949.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0028_794951.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0053_794966.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0068_785253.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0070_785261.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0036_794905.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Crested_Auklet_0048_1791.jpg,Alcidae,1,Aethia,1,Crested_Auklet,4
Least_Auklet_0014_1901.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0032_795068.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0039_795081.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0025_795087.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0028_795094.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0055_795106.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0041_795107.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0004_795112.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0023_1898.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0046_795118.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Least_Auklet_0005_795119.jpg,Alcidae,1,Aethia,1,Least_Auklet,5
Parakeet_Auklet_0017_795924.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0072_795929.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0030_795930.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0058_795942.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0020_795947.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0064_795954.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0039_795955.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0050_795957.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0031_795960.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0026_795962.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0055_795963.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0067_795964.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0015_795966.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0013_795970.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0051_795971.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0040_795974.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0016_795977.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0075_795981.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0061_795990.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0008_795992.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0034_795994.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0010_795995.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Parakeet_Auklet_0070_795998.jpg,Alcidae,1,Aethia,1,Parakeet_Auklet,6
Rhinoceros_Auklet_0042_2101.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0027_797496.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0034_797497.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0037_797499.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0044_797502.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0040_797503.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0025_797508.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0051_797510.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0041_797515.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0046_797532.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0003_797535.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0045_797536.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0001_797538.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0004_797541.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0048_2162.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0035_2166.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0022_2170.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Rhinoceros_Auklet_0039_2174.jpg,Alcidae,1,Cerorhinca,20,Rhinoceros_Auklet,7
Brewer_Blackbird_0099_2560.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0106_2608.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0009_2616.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0102_2620.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0101_2630.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0054_2631.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0096_2634.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0041_2653.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0090_2658.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0017_2668.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0137_2680.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0028_2682.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0046_2688.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0012_2691.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0066_2693.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0016_2225.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0104_2230.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0025_2231.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0080_2234.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0127_2235.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0049_2258.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0010_2269.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0061_2270.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0015_2286.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0038_2294.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0042_2302.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0065_2310.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0027_2329.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Brewer_Blackbird_0004_2345.jpg,Icteridae,16,Euphagus,40,Brewer_Blackbird,8
Red_Winged_Blackbird_0022_4483.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0017_4116.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0058_4141.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0074_4146.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0042_3635.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0064_4936.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0104_3918.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0024_4180.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0089_4188.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0109_4454.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0053_4072.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0006_6005.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0007_3706.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0013_5762.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0062_4233.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0099_3985.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0071_3988.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0027_4123.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0088_4007.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0010_6386.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0045_4526.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0065_4026.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0039_4285.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0029_4804.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0009_5841.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0011_5845.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0047_3802.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0094_5856.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0072_4338.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Red_Winged_Blackbird_0078_5372.jpg,Icteridae,16,Agelaius,2,Red_winged_Blackbird,9
Rusty_Blackbird_0055_6923.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0020_6679.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0104_6685.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0043_2597.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0109_6698.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0081_6967.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0051_6715.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0075_6717.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0112_3415.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0003_6749.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0047_7009.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0060_6756.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0120_6762.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0026_6768.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0005_6771.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0052_7035.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0057_6935.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0111_3220.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0105_6937.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0022_6808.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0100_6597.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0092_2727.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0094_6582.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0096_6846.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0027_6593.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0056_6856.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0080_6877.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0015_6885.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0013_6902.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
Rusty_Blackbird_0082_6906.jpg,Icteridae,16,Euphagus,40,Rusty_Blackbird,10
